invoice_ref,vendor_id,customer_id,company_code,invoice_date,posting_date,baseline_date,currency,gross_amount,tax_amount,tax_code,gl_account,cost_centre,profit_centre,payment_terms,reference,header_text,assignment,item_text
INV-2025-07874,V1003,C2006,4000,2025-05-29,2025-05-29,2025-05-29,CHF,108928.39,21785.68,V1,400500,CC3010,PC3001,ZN90,PO-82700,"Insurance premium",MAINT-Q2,"Retainer fee"
INV-2025-07875,V1008,C2005,3000,2025-10-09,2025-10-12,2025-10-10,AUD,221516.90,0.00,V0,400100,CC1020,PC3000,ZB01,PO-84379,"Energy costs 2025-10",IT-REFRESH,"Monthly service fee"
INV-2025-07876,V1019,C2010,1000,2025-07-05,2025-07-06,2025-07-07,AUD,475943.54,47594.35,V1,600200,CC1020,PC3000,ZB01,PO-91823,"Mail handling",R&D-PHASE2,"Full delivery"
INV-2025-07877,V1003,C2009,3000,2025-10-28,2025-10-29,2025-10-29,GBP,317410.47,47611.57,A2,500200,CC3020,PC3000,ZN45,PO-99146,"Pest control",CAPEX-2026,"Phase 1 delivery"
INV-2026-07878,V1006,C2003,4000,2026-01-24,2026-01-24,2026-01-25,JPY,79026.51,15805.30,V2,400300,CC2020,PC2001,ZN14,PO-97748,"Building repairs",R&D-PHASE1,"Monthly service fee"
INV-2025-07879,V1005,C2014,1000,2025-12-06,2025-12-06,2025-12-08,USD,229702.97,0.00,V0,500200,CC1010,PC3000,ZB01,PO-99344,"Research materials",CAPEX-2026,"Annual renewal"
INV-2025-07880,V1002,C2006,1000,2025-06-13,2025-06-14,2025-06-13,USD,358090.34,17904.52,V1,400200,CC1050,,,,"Temporary staffing",PROJECT-ZETA,"Phase 1 delivery"
INV-2025-07881,V1002,C2004,1000,2025-11-29,2025-12-03,2025-11-30,GBP,482817.35,96563.47,A2,500100,CC3020,PC2003,ZB01,PO-94656,"Audit fees",IT-REFRESH,"Early payment discount"
INV-2025-07882,V1004,C2011,4000,2025-03-06,2025-03-10,2025-03-09,AUD,242913.45,36437.02,V1,400400,CC1040,,ZN14,PO-90190,"Energy costs 2025-03",PROJECT-BETA,"Project milestone payment"
INV-2025-07883,V1002,C2009,3000,2025-08-05,2025-08-09,2025-08-07,AUD,238341.90,47668.38,A2,600200,CC2010,PC3001,ZN30,PO-93315,"Water treatment 2025-08",PROJECT-EPSILON,"Phase 2 delivery"
INV-2025-07884,V1015,C2010,1000,2025-05-04,2025-05-08,2025-05-06,GBP,482673.46,48267.35,V3,600200,CC1030,PC2000,ZB01,,"Software licences 2025-05",PROJECT-ZETA,"Standard order"
INV-2025-07885,V1010,C2013,4000,2025-09-19,2025-09-20,2025-09-21,CAD,74043.78,7404.38,V1,400100,CC1050,PC2002,ZN14,PO-94514,"Fire safety inspection 2025-09",PROJECT-THETA,"Volume discount"
INV-2026-07886,V1017,C2005,2000,2026-01-02,2026-01-05,2026-01-04,CAD,482517.37,0.00,V0,500300,CC1040,PC2002,ZB02,,"Energy costs 2026-01",PROJECT-GAMMA,"Full delivery"
INV-2025-07887,V1003,C2010,4000,2025-12-30,2026-01-01,2025-12-31,USD,120351.91,18052.79,A1,400400,CC1010,PC2003,ZN45,PO-81135,"Audit fees",HR-ONBOARD,"Project milestone payment"
INV-2026-07888,V1007,C2015,1000,2026-03-23,2026-03-28,2026-03-25,EUR,421921.53,0.00,V0,600200,CC1030,PC4000,ZN60,PO-99612,"Data centre costs 2026-03",R&D-PHASE1,"Commission payment"
INV-2025-07889,V1012,C2010,2000,2025-07-04,2025-07-05,2025-07-06,CAD,297823.58,0.00,V0,400100,CC1040,PC3000,,PO-96065,"Energy costs 2025-07",HR-ONBOARD,"Volume discount"
INV-2025-07890,V1008,C2010,2000,2025-11-29,2025-12-03,2025-12-02,SGD,223902.09,22390.21,V3,400200,CC1040,PC2002,ZN14,PO-83356,"Telecommunications",MKT-CAMPAIGN,"Partial delivery"
INV-2025-07891,V1015,C2008,3000,2025-03-09,2025-03-10,2025-03-10,CHF,496541.64,49654.16,V2,500100,CC1040,PC2001,ZN60,PO-87582,"Server equipment",PROJECT-ALPHA,"Service completion"
INV-2025-07892,V1007,C2005,1000,2025-02-01,2025-02-01,2025-02-03,EUR,205599.24,14391.95,V3,700200,CC3020,PC3001,ZN14,PO-92305,"Elevator servicing 2025-02",PROJECT-ALPHA,"Early payment discount"
INV-2025-07893,V1013,C2014,2000,2025-05-12,2025-05-13,2025-05-14,CAD,84123.11,0.00,V0,500100,CC1040,PC4000,ZN30,PO-99537,"Server equipment 2025-05",FACILITIES,"Project milestone payment"
INV-2025-07894,V1006,C2009,1000,2025-01-04,2025-01-04,2025-01-07,AUD,443409.68,22170.48,V3,500100,CC1040,PC2003,ZN30,PO-96385,"Telecommunications",R&D-PHASE2,"One-time purchase"
INV-2025-07895,V1006,C2012,2000,2025-09-16,2025-09-18,2025-09-18,AUD,93843.18,6569.02,V3,700200,CC2020,PC3001,ZN45,PO-96393,"Safety equipment",FACILITIES,"Emergency repair"
INV-2025-07896,V1006,C2008,3000,2025-12-24,2025-12-26,2025-12-24,CHF,410791.95,20539.60,V3,600200,CC3010,PC2002,ZN90,PO-93750,"Annual licence renewal",MAINT-Q3,"Scheduled maintenance"
INV-2025-07897,V1014,C2004,4000,2025-05-04,2025-05-09,2025-05-04,USD,28808.62,1440.43,A1,600200,CC1050,PC2003,ZN90,PO-91982,"HVAC maintenance 2025-05",PROJECT-BETA,"Late delivery penalty"
INV-2025-07898,V1012,C2008,3000,2025-04-25,2025-04-30,2025-04-25,JPY,85538.16,4276.91,A2,700100,CC1050,PC2002,,PO-85769,"HVAC maintenance 2025-04",CAPEX-2026,"Progress billing"
INV-2025-07899,V1006,C2010,3000,2025-07-11,2025-07-15,2025-07-14,GBP,280143.79,0.00,V0,500200,CC2030,PC2000,ZB02,PO-90529,"Mail handling",HR-ONBOARD,"Advance payment"
INV-2025-07900,V1001,C2006,4000,2025-05-23,2025-05-24,2025-05-25,EUR,242361.32,16965.29,V2,400200,CC1010,,ZN90,PO-90431,"Facilities maintenance",R&D-PHASE1,"Final settlement"
INV-2025-07901,V1003,C2006,3000,2025-03-19,2025-03-23,2025-03-19,CHF,202944.00,30441.60,V2,500200,CC2030,PC3000,ZN30,PO-97889,"Catering services",PROJECT-BETA,"Rework charges"
INV-2025-07902,V1002,C2006,2000,2025-07-06,2025-07-09,2025-07-09,SGD,209245.09,14647.16,A1,500100,CC2030,,ZB02,PO-85295,"Audit fees 2025-07",PROJECT-THETA,"Partial delivery"
INV-2025-07903,V1012,C2011,4000,2025-04-30,2025-05-03,2025-04-30,GBP,254973.01,0.00,V0,400100,CC1030,PC3001,ZN45,PO-99349,"Courier services",MAINT-Q1,"Emergency repair"
INV-2025-07904,V1015,C2005,4000,2025-10-13,2025-10-13,2025-10-16,GBP,81164.41,8116.44,A2,400200,CC1020,PC2003,ZN30,PO-87207,"Safety equipment",PROJECT-THETA,"Service completion"
INV-2025-07905,V1017,C2004,4000,2025-11-14,2025-11-19,2025-11-16,CAD,328928.76,16446.44,V1,700100,CC3010,PC3001,ZN30,PO-88951,"Energy costs 2025-11",PROJECT-THETA,"Late delivery penalty"
INV-2025-07906,V1011,C2001,1000,2025-06-09,2025-06-13,2025-06-10,CAD,13488.77,2023.32,A1,500200,CC3020,PC4000,ZB02,PO-86453,"Vehicle leasing 2025-06",PROJECT-EPSILON,"Blanket PO release"
INV-2025-07907,V1017,C2002,2000,2025-03-28,2025-04-01,2025-03-28,JPY,33885.42,1694.27,V2,400100,CC1010,PC3000,ZB01,PO-84374,"Cleaning services",PROJECT-DELTA,"Volume discount"
INV-2026-07908,V1019,C2014,2000,2026-01-01,2026-01-06,2026-01-01,CAD,348735.34,52310.30,V1,600100,CC2010,PC4000,ZB01,PO-89906,"Recruitment costs",CAPEX-2026,"Quarterly invoice"
INV-2025-02414,V1010,C2012,4000,2025-11-04,2025-11-09,2025-11-04,SGD,436282.34,30539.76,V3,400200,CC1050,PC4000,ZB01,PO-99484,"Waste disposal",R&D-PHASE1,"Advance payment"
INV-2025-07910,V1014,C2009,2000,2025-03-29,2025-04-02,2025-04-01,SGD,335271.79,50290.77,V1,500100,CC1050,PC3000,ZB02,PO-95788,"Reception services",PROJECT-GAMMA,"Phase 2 delivery"
INV-2026-07911,V1016,C2006,4000,2026-02-10,2026-02-12,2026-02-12,GBP,77089.16,15417.83,V1,700100,CC1020,,ZN90,PO-91857,"Water treatment",PROJECT-ZETA,"Early payment discount"
INV-2025-07912,V1014,C2013,1000,2025-04-25,2025-04-25,2025-04-27,AUD,444556.85,0.00,V0,500100,CC3020,PC2002,ZN45,PO-91995,"Water treatment",PROJECT-ETA,"Late delivery penalty"
INV-2025-07913,V1011,C2013,2000,2025-02-04,2025-02-05,2025-02-05,USD,67978.11,3398.91,A2,400300,CC1030,PC2003,ZN30,PO-86538,"Marketing materials 2025-02",R&D-PHASE2,"Scheduled maintenance"
INV-2025-07914,V1002,C2010,3000,2025-10-13,2025-10-16,2025-10-16,AUD,478988.34,0.00,V0,400300,CC1010,PC2000,ZB01,,"Safety equipment",PROJECT-EPSILON,"Standard order"
INV-2026-07915,V1015,C2015,3000,2026-02-14,2026-02-14,2026-02-16,SGD,241703.89,0.00,V0,500200,CC1050,PC4000,ZN60,PO-97394,"Vehicle leasing",MAINT-Q4,"Commission payment"
INV-2026-07916,V1001,C2005,1000,2026-01-09,2026-01-12,2026-01-09,GBP,273149.11,54629.82,A1,400200,CC1010,PC2001,ZN90,PO-96573,"Software licences",PROJECT-ALPHA,"Blanket PO release"
INV-2026-07917,V1016,C2014,3000,2026-03-23,2026-03-23,2026-03-25,CAD,111671.94,22334.39,V3,500200,CC3010,PC2000,ZN45,PO-95751,"Temporary staffing 2026-03",OPEX-2026,"Emergency repair"
INV-2026-07918,V1009,C2009,3000,2026-02-08,2026-02-10,2026-02-08,EUR,325331.06,0.00,V0,400300,CC2030,PC2000,ZN30,PO-80139,"Cloud hosting fees",MAINT-Q2,"Commission payment"
INV-2025-07919,V1009,C2002,1000,2025-07-07,2025-07-09,2025-07-09,SGD,377955.73,37795.57,A2,700100,CC3020,PC2001,ZN60,PO-82646,"Audit fees",HR-ONBOARD,"Rework charges"
INV-2025-07920,V1010,C2004,2000,2025-03-16,2025-03-18,2025-03-17,CAD,474596.05,0.00,V0,500100,CC1040,PC2001,ZN60,,"Contractor payments 2025-03",PROJECT-EPSILON,"Project milestone payment"
INV-2026-07921,V1009,C2014,4000,2026-02-08,2026-02-13,2026-02-11,EUR,277098.03,0.00,V0,500200,CC1040,PC2003,ZN30,PO-93800,"Subscription fees 2026-02",R&D-PHASE1,"Progress billing"
INV-2025-07922,V1012,C2015,3000,2025-10-13,2025-10-17,2025-10-16,AUD,314599.20,22021.94,V2,400300,CC1020,PC2003,ZN60,,"Landscaping",PROJECT-ZETA,"Debit note"
INV-2026-07923,V1002,C2001,3000,2026-02-14,2026-02-16,2026-02-17,CHF,321426.37,0.00,V0,500200,CC1040,,ZN30,PO-83180,"Mail handling",MAINT-Q3,"Phase 2 delivery"
INV-2025-07924,V1005,C2003,4000,2025-12-04,2025-12-09,2025-12-06,GBP,308034.89,15401.74,A2,400100,CC1020,PC3000,ZN45,PO-94730,"Reception services",PROJECT-ETA,"Ad-hoc request"
INV-2025-07925,V1006,C2002,1000,2025-09-15,2025-09-18,2025-09-16,CHF,434203.00,65130.45,V3,400300,CC2010,PC3001,ZB01,PO-90172,"Water treatment",PROJECT-GAMMA,"Debit note"
INV-2025-07926,V1010,C2009,1000,2025-08-29,2025-09-02,2025-09-01,EUR,482918.78,72437.82,V1,700200,CC2010,PC4000,ZN90,PO-97068,"Research materials",PROJECT-DELTA,"Credit note adjustment"
INV-2026-07927,V1017,C2014,4000,2026-03-02,2026-03-04,2026-03-03,EUR,99898.49,19979.70,A2,500200,CC3020,PC3001,ZB01,PO-88080,"Hardware procurement 2026-03",OPEX-2026,"Advance payment"
INV-2026-07928,V1002,C2013,4000,2026-02-03,2026-02-06,2026-02-03,GBP,492032.39,98406.48,V3,400500,CC1040,PC2003,ZN45,PO-97329,"Cloud hosting fees 2026-02",PROJECT-BETA,"Phase 1 delivery"
INV-2025-07929,V1012,C2002,2000,2025-11-06,2025-11-06,2025-11-06,JPY,161909.50,24286.42,V3,600100,CC1030,,ZB02,PO-90928,"Landscaping",MAINT-Q1,"Project milestone payment"
INV-2025-07930,V1013,C2013,2000,2025-08-15,2025-08-15,2025-08-17,CAD,375841.06,0.00,V0,500200,CC1020,PC3001,,PO-88913,"Annual licence renewal",MAINT-Q3,"Phase 1 delivery"
INV-2026-07931,V1001,C2009,3000,2026-01-28,2026-01-30,2026-01-31,GBP,9801.99,980.20,A2,700100,CC1050,PC2003,ZN14,PO-86882,"Cloud hosting fees",HR-ONBOARD,"Volume discount"
INV-2026-07932,V1013,C2005,4000,2026-03-14,2026-03-14,2026-03-14,CHF,299073.39,44861.01,V2,400200,CC1010,PC2002,ZB01,PO-89342,"Subscription fees",PROJECT-BETA,"Rebate claim"
INV-2025-07933,V1008,C2003,2000,2025-07-23,2025-07-27,2025-07-25,EUR,263782.02,26378.20,V3,400200,CC2030,PC2003,ZN30,PO-99811,"Server equipment 2025-07",PROJECT-EPSILON,"Early payment discount"
INV-2025-07934,V_UNKNOWN,C2004,3000,2025-08-01,2025-08-05,2025-08-04,CHF,306520.71,45978.11,A1,999999,CCXXX,PC2001,ZN60,,"Vehicle leasing 2025-08",MAINT-Q2,"Quality inspection"
INV-2025-07935,V1014,C2013,3000,2025-01-09,2025-01-12,2025-01-12,GBP,279584.86,41937.73,A2,600100,CC2020,PC3001,ZB02,PO-91284,"Building repairs 2025-01",R&D-PHASE2,"Credit note adjustment"
INV-2026-07936,V1020,C2008,4000,2026-01-24,2026-01-26,2026-01-27,AUD,59162.04,8874.31,A1,500300,CC1030,PC2000,ZB01,PO-94309,"Security services 2026-01",FACILITIES,"Volume discount"
INV-2025-07937,V1020,C2015,3000,2025-09-09,2025-09-09,2025-09-10,JPY,482180.63,33752.64,A1,500100,CC2020,PC3001,ZN14,PO-95772,"Research materials 2025-09",PROJECT-ZETA,"Rework charges"
,V1003,C2015,3000,2026-02-01,2026-02-02,2026-02-02,SGD,46047.16,6907.07,V2,600200,CC2010,PC2001,ZB02,PO-83526,"Cleaning services",HR-ONBOARD,"Quality inspection"
INV-2026-07939,V1016,C2002,3000,2026-02-04,2026-02-09,2026-02-07,USD,364257.43,36425.74,A2,500300,CC1040,PC2002,ZB01,PO-80078,"Travel expenses",MAINT-Q2,"Monthly service fee"
INV-2025-07940,V1020,C2007,2000,2025-08-01,2025-08-03,2025-08-01,EUR,304939.46,0.00,V0,700100,CC1020,PC2002,ZN45,PO-95781,"Marketing materials",PROJECT-BETA,"One-time purchase"
INV-2025-07941,V1010,C2002,2000,2025-11-30,2025-12-04,2025-12-03,CHF,38060.21,0.00,V0,400400,CC1050,PC2003,,PO-87040,"Temporary staffing",MAINT-Q1,"Quality inspection"
INV-2025-07942,V1005,C2003,1000,2025-07-28,2025-07-31,2025-07-29,EUR,105005.90,0.00,V0,400500,CC1030,PC4000,ZN14,PO-83004,"Printing costs 2025-07",PROJECT-GAMMA,"Advance payment"
INV-2025-07943,V1015,C2005,2000,2025-09-16,2025-09-16,2025-09-16,USD,422745.50,0.00,V0,700100,CC1030,PC4000,ZB01,PO-99082,"Security services 2025-09",PROJECT-ETA,"Volume discount"
INV-2025-07944,V1010,C2006,1000,2025-07-05,2025-07-08,2025-07-05,AUD,116111.99,8127.84,V1,500300,CC2030,PC2003,ZN14,PO-95079,"Office supplies",MAINT-Q4,"Service completion"
INV-2025-07945,V1010,C2001,2000,2025-04-28,2025-04-28,2025-04-28,CAD,254446.72,38167.01,A1,400400,CC1010,PC2000,ZN30,PO-82477,"Cleaning services 2025-04",MAINT-Q4,"Debit note"
INV-2025-07946,V1013,C2015,1000,2025-03-04,2025-03-04,2025-03-06,GBP,251716.31,25171.63,V3,700200,CC1010,PC2000,ZN90,,"Office supplies 2025-03",MAINT-Q2,"Monthly service fee"
INV-2026-07947,,C2014,1000,2026-03-11,2026-03-11,2026-03-11,GBP,425548.90,63832.33,A2,999999,CC0000,PC3000,ZB01,PO-84896,"Office supplies",MAINT-Q1,"One-time purchase"
INV-2025-07948,V_UNKNOWN,C9999,,2025-05-08,2025-05-13,2025-05-11,EUR,313569.09,21949.84,A1,,CC0000,PC3001,ZN90,PO-84183,"Waste disposal",R&D-PHASE1,"Full delivery"
INV-2026-07949,V1006,C2005,3000,2026-02-19,2026-02-22,2026-02-21,AUD,211307.28,10565.36,A1,600100,CC1050,PC2003,ZB02,PO-98724,"HVAC maintenance",CAPEX-2026,"Emergency repair"
INV-2025-07950,V1013,C2009,4000,2025-07-14,2025-07-15,2025-07-17,GBP,23234.95,0.00,V0,400100,CC1040,,ZN30,PO-95012,"Cleaning services",R&D-PHASE1,"One-time purchase"
INV-2025-07951,V1005,C2001,3000,2025-04-04,2025-04-06,2025-04-06,CAD,103044.92,7213.14,A2,500300,CC1040,PC2002,ZN90,PO-81173,"Cloud hosting fees",MAINT-Q2,"Scheduled maintenance"
INV-2026-07952,V1019,C2003,4000,2026-02-20,2026-02-20,2026-02-20,SGD,493974.58,0.00,V0,400300,CC2010,,ZB01,,"Courier services 2026-02",PROJECT-GAMMA,"Ad-hoc request"
INV-2026-07953,V1011,C2001,1000,2026-02-27,2026-03-02,2026-03-02,USD,384849.12,38484.91,V2,500300,CC2020,,ZN45,PO-98873,"Catering services",MAINT-Q1,"Quarterly invoice"
INV-2025-07954,V1011,C2009,1000,2025-07-24,2025-07-27,2025-07-24,CAD,415404.88,62310.73,V3,400400,CC1030,PC2000,ZB02,PO-95278,"Contractor payments",MKT-CAMPAIGN,"Rework charges"
INV-2025-07955,V1020,C2010,4000,2025-03-07,2025-03-08,2025-03-07,JPY,211166.07,31674.91,V2,500200,CC2020,PC2002,ZN90,PO-91993,"Network infrastructure",PROJECT-BETA,"Retainer fee"
INV-2025-07956,V1016,C2008,2000,2025-11-20,2025-11-22,2025-11-22,SGD,434014.49,21700.72,V2,500100,CC1030,PC2000,ZN45,PO-99061,"Legal advisory",PROJECT-ALPHA,"Quarterly invoice"
INV-2025-07957,V1010,C2004,1000,2025-03-08,2025-03-12,2025-03-09,CAD,24732.91,0.00,V0,400400,CC3020,PC2002,ZN60,PO-82795,"Marketing materials",PROJECT-ZETA,"Full delivery"
INV-2025-07958,V1009,C2002,3000,2025-09-25,2025-09-27,2025-09-25,GBP,308020.59,0.00,V0,600200,CC1050,PC2000,,PO-85131,"Recruitment costs",MAINT-Q2,"Quarterly invoice"
INV-2026-07959,V1012,C2003,4000,2026-03-02,2026-03-05,2026-03-02,GBP,250841.69,17558.92,V1,700100,CC2020,PC2003,ZN60,,"Catering services",OPEX-2026,"Volume discount"
INV-2026-07960,V1014,C2004,4000,2026-01-29,2026-01-29,2026-01-31,GBP,137809.19,20671.38,A1,500300,CC2030,PC2003,ZN45,PO-93393,"Printing costs",PROJECT-EPSILON,"Full delivery"
INV-2026-07961,V1010,C2002,4000,2026-03-29,2026-04-02,2026-03-29,SGD,160309.01,24046.35,A1,400400,CC1010,PC3000,ZB02,PO-95441,"Marketing materials 2026-03",OPEX-2026,"Ad-hoc request"
INV-2025-07962,V1004,C2004,2000,2025-03-07,2025-03-08,2025-03-08,AUD,90182.72,6312.79,A2,700100,CC1020,PC2000,ZB02,PO-81473,"Server equipment 2025-03",FACILITIES,"Phase 1 delivery"
INV-2025-07963,V1009,C2011,2000,2025-12-21,2025-12-21,2025-12-23,USD,316266.15,63253.23,V3,600200,CC2030,PC4000,ZN45,PO-95195,"Travel expenses",PROJECT-DELTA,"Phase 2 delivery"
INV-2025-07964,V1014,C2003,3000,2025-08-29,2025-08-29,2025-08-29,JPY,338326.14,67665.23,V1,400500,CC1040,PC3000,ZN14,PO-94030,"Reception services",PROJECT-EPSILON,"Late delivery penalty"
INV-2025-07965,V1004,C2014,1000,2025-01-11,2025-01-13,2025-01-14,USD,436218.22,0.00,V0,500100,CC2030,PC3001,ZN14,PO-85818,"Courier services",MAINT-Q4,"Debit note"
INV-2025-07966,V1018,C2005,4000,2025-10-01,2025-10-06,2025-10-04,EUR,25657.89,3848.68,A2,600100,CC3010,PC3001,ZB01,PO-86909,"Waste disposal",MAINT-Q4,"Scheduled maintenance"
INV-2025-07967,V1004,C2005,3000,2025-05-13,2025-05-16,2025-05-16,AUD,126336.88,18950.53,A2,500200,CC2030,PC2002,ZN90,PO-92613,"Cloud hosting fees",MKT-CAMPAIGN,"Late delivery penalty"
INV-2025-07968,V1017,C2006,1000,2025-01-24,2025-01-27,2025-01-25,GBP,113771.91,17065.79,V2,400500,CC1020,PC4000,ZN30,PO-90997,"Travel expenses 2025-01",MAINT-Q2,"Early payment discount"
INV-2026-07969,V1012,C2009,1000,2026-01-23,2026-01-25,2026-01-25,JPY,160121.14,0.00,V0,400300,CC3020,PC4000,ZN60,PO-96394,"Equipment rental",PROJECT-DELTA,"Credit note adjustment"
INV-2025-07970,V1013,C2008,2000,2025-07-24,2025-07-24,2025-07-27,CHF,69853.88,10478.08,A2,500300,CC3010,PC2003,ZN45,PO-93431,"Elevator servicing 2025-07",IT-REFRESH,"Quarterly invoice"
INV-2026-07971,V1017,C2003,1000,2026-01-26,2026-01-28,2026-01-28,CHF,324202.14,0.00,V0,400200,CC2010,PC2002,ZN60,PO-85606,"Subscription fees",PROJECT-EPSILON,"Rebate claim"
INV-2025-07972,V1015,C2004,1000,2025-01-16,2025-01-19,2025-01-19,AUD,275237.20,55047.44,V1,500300,CC3010,,ZN60,PO-99090,"Hardware procurement",IT-REFRESH,"Credit note adjustment"
INV-2025-07973,V1017,C2002,2000,2025-06-22,2025-06-27,2025-06-25,AUD,337798.53,16889.93,V3,400400,CC1040,PC2002,ZN60,PO-96546,"Contractor payments",PROJECT-ZETA,"Early payment discount"
INV-2025-07974,V1001,C2007,4000,2025-06-27,2025-06-27,2025-06-29,GBP,341965.28,17098.26,V1,400500,CC1040,PC3001,ZN90,PO-93144,"Reception services",HR-ONBOARD,"Monthly service fee"
INV-2026-07975,V1018,C2005,3000,2026-01-31,2026-02-05,2026-02-03,SGD,8730.74,873.07,A2,600200,CC1030,PC4000,ZN60,PO-94245,"Landscaping",FACILITIES,"Retainer fee"
INV-2025-07976,V1005,C2013,4000,2025-11-10,2025-11-11,2025-11-11,USD,312504.43,62500.89,A2,400300,CC3020,PC3000,ZN90,PO-99031,"HVAC maintenance 2025-11",PROJECT-THETA,"Ad-hoc request"
INV-2025-07977,V1019,C2014,4000,2025-11-04,2025-11-06,2025-11-04,GBP,101531.62,7107.21,V2,500100,CC1040,PC2000,ZN45,PO-87119,"Software licences",PROJECT-BETA,"Late delivery penalty"
INV-2025-07978,V1005,C2001,2000,2025-09-16,2025-09-21,2025-09-19,EUR,121193.62,8483.55,A2,500200,CC1020,PC4000,ZN45,PO-97543,"Energy costs",IT-REFRESH,"Late delivery penalty"
INV-2025-07979,V1019,C2002,2000,2025-12-28,2025-12-31,2025-12-28,SGD,310587.11,0.00,V0,700200,CC3020,PC2002,,PO-83122,"Elevator servicing",FACILITIES,"Ad-hoc request"
,V1010,C2004,1000,2025-06-15,2025-06-18,2025-06-16,EUR,459668.50,32176.80,A2,700100,CC2020,PC2003,ZN60,PO-87729,"Consulting services",PROJECT-GAMMA,"Final settlement"
INV-2025-07981,V1005,C2007,2000,2025-09-12,2025-09-17,2025-09-14,SGD,136052.00,27210.40,V1,400500,CC1010,,ZN14,PO-84706,"Consulting services 2025-09",MKT-CAMPAIGN,"Full delivery"
INV-2026-07982,V1005,C2012,2000,2026-02-28,2026-03-01,2026-02-28,USD,393666.57,78733.31,V1,500300,CC1040,PC2003,ZN30,PO-90967,"Subscription fees",PROJECT-BETA,"Ad-hoc request"
INV-2025-07983,V1009,C2015,1000,2025-09-01,2025-09-06,2025-09-04,CAD,32925.47,6585.09,V1,400500,CC1050,PC4000,ZN30,PO-89977,"Software licences 2025-09",PROJECT-ZETA,"Ad-hoc request"
INV-2026-07984,V1020,C2004,3000,2026-03-24,2026-03-24,2026-03-25,USD,21545.24,0.00,V0,400200,CC2010,PC2001,ZN30,PO-84267,"Safety equipment",HR-ONBOARD,"Scheduled maintenance"
INV-2025-07985,V1004,C2013,1000,2025-04-27,2025-05-01,2025-04-28,SGD,179573.08,12570.12,A2,500200,CC2030,PC2000,ZN90,PO-86265,"Audit fees",MAINT-Q3,"Debit note"
INV-2025-07986,V1012,C2010,4000,2025-09-04,2025-09-09,2025-09-04,AUD,326850.22,0.00,V0,400400,CC2030,PC2001,ZN90,PO-90228,"HVAC maintenance 2025-09",PROJECT-ALPHA,"Early payment discount"
INV-2025-07987,V1019,C2013,2000,2025-11-23,2025-11-27,2025-11-24,USD,192545.21,13478.16,V2,400100,CC2020,PC2002,ZN45,PO-96062,"Cleaning services 2025-11",MAINT-Q4,"Early payment discount"
INV-2025-07988,V1019,C2008,2000,2025-11-07,2025-11-12,2025-11-07,CAD,479964.42,95992.88,A1,400400,CC2030,PC2000,ZN45,PO-91453,"Water treatment 2025-11",PROJECT-ETA,"Rebate claim"
INV-2025-07989,V1012,C2015,2000,2025-06-05,2025-06-07,2025-06-06,SGD,235558.88,16489.12,V2,500300,CC2020,PC3001,ZN90,PO-80766,"Staff training",PROJECT-ZETA,"Annual renewal"
INV-2025-07990,V1012,C2002,1000,2025-08-19,2025-08-24,2025-08-21,JPY,33818.22,0.00,V0,700200,CC2030,PC2001,ZB02,PO-91959,"HVAC maintenance",R&D-PHASE1,"Full delivery"
INV-2025-07991,V1011,C2008,2000,2025-04-13,2025-04-17,2025-04-15,GBP,138060.13,20709.02,V2,500100,CC3010,PC3000,ZN60,PO-97780,"Waste disposal",PROJECT-ETA,"Commission payment"
INV-2025-07992,V1003,C2013,3000,2025-03-12,2025-03-15,2025-03-15,SGD,155105.28,31021.06,A2,500200,CC1020,PC2001,ZN90,PO-90277,"Subscription fees",MAINT-Q1,"Project milestone payment"
INV-2025-07993,V1008,C2004,4000,2025-04-29,2025-05-02,2025-04-29,JPY,106831.75,10683.18,A2,500100,CC1020,PC3000,ZN90,PO-90056,"Contractor payments",PROJECT-EPSILON,"Scheduled maintenance"
,V1012,C2011,4000,2025-01-20,2025-01-20,2025-01-20,CAD,357955.98,71591.20,V3,700200,CC2030,PC2003,ZN30,PO-99445,"Data centre costs",R&D-PHASE1,"Rebate claim"
INV-2025-07995,V1017,C2002,2000,2025-09-26,2025-09-26,2025-09-27,JPY,78137.24,7813.72,A2,400200,CC2030,PC3001,ZB02,,"Safety equipment 2025-09",MAINT-Q3,"Retainer fee"
INV-2025-07996,V1013,C2005,4000,2025-04-26,2025-04-27,2025-04-29,AUD,263922.94,18474.61,V3,500100,CC1030,PC2001,,PO-97056,"Recruitment costs",PROJECT-ALPHA,"Blanket PO release"
INV-2025-07997,V1001,C2015,1000,2025-04-16,2025-04-16,2025-04-18,AUD,51555.21,10311.04,A1,400200,CC2020,PC2003,ZN30,PO-92913,"Server equipment",PROJECT-DELTA,"Full delivery"
INV-2025-07998,V1003,C2013,4000,2025-08-05,2025-08-10,2025-08-07,EUR,227008.94,15890.63,A1,700200,CC3010,PC4000,ZN14,PO-93319,"Telecommunications",PROJECT-BETA,"Phase 2 delivery"
INV-2026-07999,V1016,C2001,1000,2026-01-02,2026-01-07,2026-01-04,CAD,302.42,45.36,V1,400400,CC2010,PC2002,ZN30,PO-90686,"Recruitment costs",PROJECT-GAMMA,"Standard order"
INV-2025-08000,V1015,C2001,3000,2025-08-17,2025-08-19,2025-08-18,EUR,332461.05,0.00,V0,400500,CC3020,PC3001,ZN60,PO-95409,"Reception services 2025-08",MKT-CAMPAIGN,"Rebate claim"
